DAY_actual,TIME_actual,WIND_DIR_actual,WIND_SPEED_actual,TEMP_actual,QNH_actual,DATETIME,DAY_forecast,TIME_forecast,WIND_DIR_forecast,WIND_SPEED_forecast,TEMP_forecast,QFE,QNH_forecast,Accuracy
12,1600Z,260.0,6.0,29.0,1008.0,12 1600Z,12,1600Z,260,10,28,1007,1008,Accurate
12,1700Z,250.0,7.0,29.0,1008.0,12 1700Z,12,1700Z,250,10,28,1007,1008,Accurate
12,1800Z,240.0,8.0,29.0,1008.0,12 1800Z,12,1800Z,240,10,28,1007,1008,Accurate
12,1900Z,240.0,7.0,29.0,1008.0,12 1900Z,12,1900Z,230,10,28,1006,1007,Accurate
12,2000Z,210.0,5.0,28.0,1007.0,12 2000Z,12,2000Z,240,10,28,1006,1007,Accurate
12,2100Z,240.0,7.0,28.0,1007.0,12 2100Z,12,2100Z,240,10,28,1005,1006,Accurate
12,2200Z,230.0,6.0,28.0,1007.0,12 2200Z,12,2200Z,250,8,28,1005,1006,Accurate
12,2300Z,230.0,6.0,28.0,1006.0,12 2300Z,12,2300Z,240,8,28,1005,1006,Accurate
13,0000Z,240.0,6.0,28.0,1006.0,13 0000Z,13,0000Z,240,8,27,1005,1006,Accurate
13,0100Z,240.0,6.0,28.0,1007.0,13 0100Z,13,0100Z,240,8,27,1006,1007,Accurate
13,0200Z,240.0,8.0,29.0,1007.0,13 0200Z,13,0200Z,240,6,28,1006,1007,Accurate
13,0300Z,240.0,9.0,29.0,1008.0,13 0300Z,13,0300Z,250,10,29,1007,1008,Accurate
13,0400Z,240.0,10.0,30.0,1008.0,13 0400Z,13,0400Z,250,12,29,1007,1008,Accurate
13,0500Z,260.0,10.0,30.0,1008.0,13 0500Z,13,0500Z,250,7,30,1007,1008,Accurate
13,0600Z,270.0,12.0,31.0,1007.0,13 0600Z,13,0600Z,260,7,31,1007,1008,Accurate
13,0700Z,250.0,13.0,31.0,1007.0,13 0700Z,13,0700Z,260,10,31,1006,1007,Accurate
13,0800Z,250.0,11.0,31.0,1006.0,13 0800Z,13,0800Z,270,12,31,1006,1007,Accurate
13,0900Z,270.0,13.0,31.0,1006.0,13 0900Z,13,0900Z,260,12,31,1005,1006,Accurate
13,1000Z,280.0,10.0,31.0,1005.0,13 1000Z,13,1000Z,250,11,30,1004,1005,Accurate
13,1100Z,290.0,12.0,31.0,1005.0,13 1100Z,13,1100Z,260,10,30,1004,1005,Accurate
13,1200Z,260.0,12.0,30.0,1005.0,13 1200Z,13,1200Z,250,11,30,1004,1005,Accurate
13,1300Z,260.0,10.0,29.0,1005.0,13 1300Z,13,1300Z,260,8,30,1005,1006,Accurate
13,1400Z,260.0,4.0,29.0,1006.0,13 1400Z,13,1400Z,260,8,29,1005,1006,Accurate
13,1500Z,250.0,9.0,29.0,1006.0,13 1500Z,13,1500Z,270,7,29,1006,1007,Accurate
13,1600Z,240.0,7.0,29.0,1007.0,13 1600Z,13,1600Z,260,6,29,1007,1008,Accurate
13,1700Z,250.0,8.0,29.0,1007.0,13 1700Z,13,1700Z,250,5,29,1007,1008,Accurate
13,1800Z,260.0,6.0,29.0,1007.0,13 1800Z,13,1800Z,240,4,29,1007,1008,Accurate
13,1900Z,240.0,8.0,29.0,1007.0,13 1900Z,13,1900Z,230,3,28,1006,1007,Accurate
13,2000Z,240.0,7.0,29.0,1007.0,13 2000Z,13,2000Z,220,3,28,1006,1007,Accurate
13,2100Z,220.0,5.0,29.0,1006.0,13 2100Z,13,2100Z,210,3,28,1005,1006,Accurate
13,2200Z,300.0,3.0,27.0,1006.0,13 2200Z,13,2200Z,200,3,27,1005,1006,Not Accurate
13,2300Z,240.0,7.0,28.0,1006.0,13 2300Z,13,2300Z,200,3,27,1005,1006,Not Accurate
14,0000Z,300.0,6.0,27.0,1006.0,14 0000Z,14,0000Z,190,3,27,1005,1006,Not Accurate
14,0100Z,100.0,4.0,27.0,1006.0,14 0100Z,14,0100Z,180,4,27,1006,1007,Not Accurate
14,0200Z,110.0,7.0,26.0,1007.0,14 0200Z,14,0200Z,170,4,27,1007,1008,Not Accurate
14,0300Z,190.0,4.0,26.0,1008.0,14 0300Z,14,0300Z,180,4,28,1007,1008,Not Accurate
14,0400Z,200.0,4.0,26.0,1008.0,14 0400Z,14,0400Z,200,5,29,1008,1009,Not Accurate
14,0500Z,120.0,5.0,28.0,1008.0,14 0500Z,14,0500Z,220,6,30,1008,1009,Not Accurate
14,0600Z,210.0,3.0,29.0,1008.0,14 0600Z,14,0600Z,240,8,31,1007,1008,Not Accurate
14,0700Z,300.0,9.0,31.0,1007.0,14 0700Z,14,0700Z,250,10,30,1007,1008,Not Accurate
14,0800Z,280.0,8.0,31.0,1006.0,14 0800Z,14,0800Z,260,10,30,1006,1007,Accurate
14,0900Z,220.0,9.0,30.0,1005.0,14 0900Z,14,0900Z,260,11,30,1005,1006,Not Accurate
14,1000Z,250.0,4.0,29.0,1005.0,14 1000Z,14,1000Z,270,10,29,1005,1006,Not Accurate
14,1100Z,90.0,10.0,26.0,1005.0,14 1100Z,14,1100Z,270,9,29,1004,1005,Not Accurate
14,1200Z,170.0,5.0,25.0,1006.0,14 1200Z,14,1200Z,260,9,29,1004,1005,Not Accurate
14,1300Z,100.0,6.0,25.0,1006.0,14 1300Z,14,1300Z,260,10,29,1005,1006,Not Accurate
14,1400Z,70.0,6.0,25.0,1006.0,14 1400Z,14,1400Z,260,8,28,1005,1006,Not Accurate
14,1500Z,140.0,6.0,25.0,1006.0,14 1500Z,14,1500Z,250,8,28,1006,1007,Not Accurate
14,1600Z,120.0,5.0,25.0,1007.0,14 1600Z,14,1600Z,250,8,28,1006,1007,Not Accurate
14,1700Z,140.0,5.0,26.0,1007.0,14 1700Z,14,1700Z,240,8,28,1006,1007,Not Accurate
14,1800Z,N/A,3.0,26.0,1007.0,14 1800Z,14,1800Z,230,7,28,1006,1007,Not Accurate
14,1900Z,0.0,0.0,26.0,1007.0,14 1900Z,14,1900Z,240,7,28,1005,1006,Not Accurate
14,2000Z,140.0,4.0,27.0,1006.0,14 2000Z,14,2000Z,230,7,28,1005,1006,Not Accurate
14,2100Z,120.0,7.0,26.0,1006.0,14 2100Z,14,2100Z,240,7,28,1005,1006,Not Accurate
14,2200Z,80.0,5.0,26.0,1006.0,14 2200Z,14,2200Z,N/A,3,26,1004,1005,Accurate
14,2300Z,110.0,5.0,26.0,1005.0,14 2300Z,14,2300Z,N/A,3,26,1004,1005,Accurate
15,0000Z,100.0,4.0,26.0,1006.0,15 0000Z,15,0000Z,120,6,26,1005,1006,Accurate
15,0100Z,110.0,6.0,26.0,1006.0,15 0100Z,15,0100Z,140,6,27,1006,1007,Accurate
15,0200Z,70.0,5.0,26.0,1007.0,15 0200Z,15,0200Z,150,7,28,1006,1007,Not Accurate
15,0300Z,20.0,3.0,27.0,1007.0,15 0300Z,15,0300Z,200,6,28,1007,1008,Not Accurate
15,0400Z,0.0,0.0,28.0,1008.0,15 0400Z,15,0400Z,200,8,29,1008,1009,Not Accurate
15,0500Z,140.0,5.0,28.0,1008.0,15 0500Z,15,0500Z,210,8,29,1008,1009,Not Accurate
15,0600Z,260.0,4.0,30.0,1008.0,15 0600Z,15,0600Z,240,10,30,1007,1008,Not Accurate
15,0700Z,250.0,9.0,31.0,1008.0,15 0700Z,15,0700Z,240,10,30,1007,1008,Accurate
15,0800Z,260.0,8.0,31.0,1007.0,15 0800Z,15,0800Z,230,10,30,1006,1007,Accurate
15,0900Z,260.0,11.0,31.0,1006.0,15 0900Z,15,0900Z,230,10,30,1006,1007,Accurate
15,1000Z,250.0,9.0,30.0,1006.0,15 1000Z,15,1000Z,240,10,29,1005,1006,Accurate
15,1100Z,260.0,10.0,30.0,1005.0,15 1100Z,15,1100Z,250,8,29,1005,1006,Accurate
15,1200Z,260.0,7.0,28.0,1005.0,15 1200Z,15,1200Z,240,8,29,1005,1006,Accurate
15,1300Z,260.0,9.0,29.0,1006.0,15 1300Z,15,1300Z,240,8,29,1005,1006,Accurate
15,1400Z,250.0,7.0,29.0,1006.0,15 1400Z,15,1400Z,230,7,28,1005,1006,Accurate
15,1500Z,230.0,8.0,29.0,1006.0,15 1500Z,15,1500Z,230,7,28,1006,1007,Accurate
15,1600Z,230.0,6.0,29.0,1007.0,15 1600Z,15,1600Z,240,6,27,1006,1007,Not Accurate
15,1700Z,230.0,5.0,29.0,1008.0,15 1700Z,15,1700Z,230,5,27,1007,1008,Not Accurate
15,1800Z,230.0,7.0,29.0,1007.0,15 1800Z,15,1800Z,220,6,27,1006,1007,Not Accurate
15,1900Z,250.0,6.0,28.0,1007.0,15 1900Z,15,1900Z,240,5,28,1006,1007,Accurate
15,2000Z,230.0,8.0,29.0,1006.0,15 2000Z,15,2000Z,230,5,27,1005,1006,Not Accurate
15,2100Z,240.0,11.0,29.0,1006.0,15 2100Z,15,2100Z,200,5,27,1005,1006,Not Accurate
15,2200Z,250.0,8.0,29.0,1005.0,15 2200Z,15,2200Z,240,7,27,1004,1005,Not Accurate
15,2300Z,240.0,9.0,28.0,1005.0,15 2300Z,15,2300Z,240,9,27,1004,1005,Accurate
16,0000Z,240.0,8.0,28.0,1005.0,16 0000Z,16,0000Z,220,7,28,1004,1005,Accurate
16,0100Z,220.0,8.0,28.0,1006.0,16 0100Z,16,0100Z,220,6,28,1005,1006,Accurate
16,0200Z,230.0,5.0,28.0,1006.0,16 0200Z,16,0200Z,230,8,28,1005,1006,Accurate
16,0300Z,230.0,8.0,29.0,1007.0,16 0300Z,16,0300Z,240,9,29,1006,1007,Accurate
16,0400Z,250.0,9.0,29.0,1007.0,16 0400Z,16,0400Z,250,11,29,1007,1008,Accurate
16,0500Z,260.0,12.0,30.0,1007.0,16 0500Z,16,0500Z,260,14,30,1007,1008,Accurate
16,0600Z,240.0,10.0,30.0,1007.0,16 0600Z,16,0600Z,270,7,30,1007,1008,Accurate
16,0700Z,260.0,11.0,30.0,1007.0,16 0700Z,16,0700Z,270,12,30,1006,1007,Accurate
16,0800Z,250.0,13.0,30.0,1006.0,16 0800Z,16,0800Z,270,8,29,1006,1007,Accurate
16,0900Z,260.0,12.0,30.0,1006.0,16 0900Z,16,0900Z,270,7,29,1005,1006,Accurate
16,1000Z,250.0,12.0,30.0,1005.0,16 1000Z,16,1000Z,260,12,29,1005,1006,Accurate
16,1100Z,240.0,9.0,29.0,1005.0,16 1100Z,16,1100Z,260,11,29,1004,1005,Accurate
16,1200Z,240.0,10.0,29.0,1005.0,16 1200Z,16,1200Z,250,10,28,1004,1005,Accurate
16,1300Z,250.0,9.0,25.0,1005.0,16 1300Z,16,1300Z,250,10,28,1005,1006,Not Accurate
16,1400Z,230.0,6.0,28.0,1005.0,16 1400Z,16,1400Z,250,10,28,1005,1006,Accurate
16,1500Z,240.0,9.0,29.0,1006.0,16 1500Z,16,1500Z,240,8,28,1006,1007,Accurate
16,1600Z,240.0,10.0,29.0,1006.0,16 1600Z,16,1600Z,240,8,27,1006,1007,Not Accurate
16,1700Z,240.0,11.0,29.0,1007.0,16 1700Z,16,1700Z,230,7,27,1006,1007,Not Accurate
16,1800Z,230.0,11.0,29.0,1007.0,16 1800Z,16,1800Z,230,7,27,1006,1007,Not Accurate
16,1900Z,240.0,9.0,29.0,1006.0,16 1900Z,16,1900Z,240,6,28,1005,1006,Accurate
16,2000Z,240.0,8.0,29.0,1006.0,16 2000Z,16,2000Z,230,7,28,1004,1005,Accurate
16,2100Z,240.0,10.0,28.0,1005.0,16 2100Z,16,2100Z,240,8,28,1004,1005,Accurate
16,2200Z,220.0,9.0,28.0,1004.0,16 2200Z,16,2200Z,230,9,28,1004,1005,Accurate
16,2300Z,240.0,9.0,28.0,1004.0,16 2300Z,16,2300Z,240,8,28,1004,1005,Accurate
17,0000Z,220.0,10.0,26.0,1005.0,17 0000Z,17,0000Z,220,8,27,1004,1005,Accurate
17,0100Z,210.0,7.0,27.0,1005.0,17 0100Z,17,0100Z,230,9,28,1004,1005,Accurate
17,0200Z,220.0,8.0,28.0,1006.0,17 0200Z,17,0200Z,230,10,28,1005,1006,Accurate
17,0300Z,240.0,9.0,29.0,1006.0,17 0300Z,17,0300Z,240,11,28,1005,1006,Accurate
17,0400Z,260.0,21.0,25.0,1007.0,17 0400Z,17,0400Z,250,12,29,1006,1007,Not Accurate
17,0500Z,240.0,9.0,28.0,1007.0,17 0500Z,17,0500Z,250,7,29,1006,1007,Accurate
17,0600Z,240.0,7.0,27.0,1006.0,17 0600Z,17,0600Z,250,8,30,1006,1007,Not Accurate
17,0700Z,270.0,7.0,27.0,1006.0,17 0700Z,17,0700Z,250,8,30,1005,1006,Not Accurate
17,0800Z,210.0,11.0,30.0,1005.0,17 0800Z,17,0800Z,260,7,30,1004,1005,Not Accurate
17,1000Z,240.0,9.0,30.0,1004.0,17 1000Z,17,1000Z,250,8,30,1003,1004,Accurate
17,1100Z,240.0,9.0,30.0,1004.0,17 1100Z,17,1100Z,250,12,29,1003,1004,Accurate
17,1200Z,230.0,7.0,30.0,1004.0,17 1200Z,17,1200Z,260,10,28,1003,1004,Not Accurate
17,1300Z,240.0,9.0,29.0,1004.0,17 1300Z,17,1300Z,250,10,28,1003,1004,Accurate
17,1500Z,240.0,6.0,29.0,1004.0,17 1500Z,17,1500Z,240,9,28,1003,1005,Accurate
17,1600Z,230.0,6.0,28.0,1005.0,17 1600Z,17,1600Z,240,9,28,1004,1005,Accurate
17,1700Z,220.0,6.0,28.0,1005.0,17 1700Z,17,1700Z,230,10,27,1004,1005,Accurate
17,1800Z,220.0,5.0,28.0,1005.0,17 1800Z,17,1800Z,230,8,27,1004,1005,Accurate
17,1900Z,230.0,7.0,28.0,1005.0,17 1900Z,17,1900Z,220,8,27,1004,1005,Accurate
17,2100Z,220.0,6.0,28.0,1004.0,17 2100Z,17,2100Z,230,10,27,1003,1004,Accurate
17,2200Z,230.0,6.0,28.0,1004.0,17 2200Z,17,2200Z,230,8,27,1003,1004,Accurate
17,2300Z,240.0,10.0,28.0,1004.0,17 2300Z,17,2300Z,230,8,27,1003,1004,Accurate
18,0000Z,220.0,3.0,27.0,1004.0,18 0000Z,18,0000Z,230,10,28,1003,1004,Not Accurate
18,0100Z,220.0,8.0,28.0,1004.0,18 0100Z,18,0100Z,230,9,28,1003,1004,Accurate
18,0200Z,210.0,9.0,26.0,1004.0,18 0200Z,18,0200Z,230,10,28,1004,1005,Not Accurate
18,0300Z,210.0,7.0,29.0,1005.0,18 0300Z,18,0300Z,230,10,29,1004,1005,Accurate
18,0400Z,230.0,11.0,29.0,1006.0,18 0400Z,18,0400Z,240,10,30,1005,1006,Accurate
18,0500Z,210.0,7.0,30.0,1006.0,18 0500Z,18,0500Z,230,10,30,1005,1006,Accurate
18,0600Z,220.0,8.0,30.0,1006.0,18 0600Z,18,0600Z,240,10,31,1005,1006,Accurate
18,0700Z,210.0,7.0,29.0,1005.0,18 0700Z,18,0700Z,240,8,31,1005,1006,Not Accurate
18,0800Z,210.0,11.0,30.0,1004.0,18 0800Z,18,0800Z,230,8,31,1004,1005,Accurate
18,0900Z,240.0,12.0,28.0,1004.0,18 0900Z,18,0900Z,240,10,31,1003,1004,Not Accurate
18,1000Z,230.0,8.0,31.0,1003.0,18 1000Z,18,1000Z,240,8,31,1003,1004,Accurate
18,1100Z,220.0,14.0,30.0,1003.0,18 1100Z,18,1100Z,230,7,31,1003,1004,Not Accurate
18,1200Z,240.0,9.0,27.0,1004.0,18 1200Z,18,1200Z,240,12,30,1003,1004,Not Accurate
18,1300Z,220.0,7.0,28.0,1004.0,18 1300Z,18,1300Z,240,12,29,1003,1004,Accurate
18,1400Z,250.0,14.0,26.0,1005.0,18 1400Z,18,1400Z,250,10,29,1003,1004,Not Accurate
18,1500Z,240.0,7.0,27.0,1006.0,18 1500Z,18,1500Z,240,8,29,1004,1005,Not Accurate
18,1600Z,150.0,3.0,27.0,1006.0,18 1600Z,18,1600Z,230,7,28,1005,1006,Not Accurate
18,1700Z,180.0,5.0,28.0,1007.0,18 1700Z,18,1700Z,240,12,28,1006,1007,Not Accurate
18,1800Z,240.0,7.0,26.0,1007.0,18 1800Z,18,1800Z,230,10,28,1005,1006,Not Accurate
18,1900Z,140.0,3.0,27.0,1006.0,18 1900Z,18,1900Z,220,7,27,1005,1006,Not Accurate
18,2000Z,180.0,7.0,27.0,1006.0,18 2000Z,18,2000Z,220,8,28,1005,1006,Not Accurate
18,2100Z,210.0,7.0,27.0,1005.0,18 2100Z,18,2100Z,210,7,28,1004,1005,Accurate
18,2200Z,160.0,4.0,27.0,1005.0,18 2200Z,18,2200Z,200,7,27,1005,1006,Not Accurate
18,2300Z,160.0,4.0,27.0,1005.0,18 2300Z,18,2300Z,210,8,27,1004,1005,Not Accurate
19,0000Z,210.0,7.0,28.0,1005.0,19 0000Z,19,0000Z,200,7,27,1005,1006,Accurate
19,0100Z,240.0,7.0,28.0,1006.0,19 0100Z,19,0100Z,180,6,27,1005,1006,Not Accurate
19,0200Z,190.0,6.0,28.0,1006.0,19 0200Z,19,0200Z,210,8,27,1006,1007,Accurate
19,0300Z,210.0,6.0,28.0,1007.0,19 0300Z,19,0300Z,220,8,28,1006,1007,Accurate
19,0400Z,180.0,9.0,28.0,1007.0,19 0400Z,19,0400Z,230,9,28,1007,1008,Not Accurate
19,0500Z,220.0,9.0,29.0,1007.0,19 0500Z,19,0500Z,220,9,29,1007,1008,Accurate
19,0600Z,220.0,10.0,31.0,1007.0,19 0600Z,19,0600Z,240,11,29,1007,1008,Not Accurate
19,0700Z,210.0,12.0,31.0,1007.0,19 0700Z,19,0700Z,220,8,29,1006,1007,Not Accurate
19,0800Z,230.0,8.0,31.0,1006.0,19 0800Z,19,0800Z,240,10,30,1005,1006,Accurate
19,0900Z,220.0,9.0,31.0,1006.0,19 0900Z,19,0900Z,240,12,30,1005,1006,Accurate
19,1000Z,220.0,8.0,31.0,1006.0,19 1000Z,19,1000Z,240,8,30,1004,1005,Accurate
19,1100Z,240.0,7.0,30.0,1005.0,19 1100Z,19,1100Z,240,11,29,1004,1005,Accurate
19,1200Z,240.0,12.0,30.0,1005.0,19 1200Z,19,1200Z,240,10,28,1005,1006,Not Accurate
19,1300Z,220.0,8.0,29.0,1006.0,19 1300Z,19,1300Z,210,7,27,1005,1006,Not Accurate
19,1400Z,170.0,6.0,29.0,1006.0,19 1400Z,19,1400Z,180,7,26,1006,1007,Not Accurate
19,1500Z,180.0,5.0,29.0,1007.0,19 1500Z,19,1500Z,200,8,27,1007,1008,Not Accurate
19,1600Z,160.0,6.0,28.0,1007.0,19 1600Z,19,1600Z,180,10,27,1008,1009,Not Accurate
19,1700Z,150.0,5.0,27.0,1008.0,19 1700Z,19,1700Z,160,10,27,1008,1009,Accurate
19,1800Z,170.0,7.0,27.0,1008.0,19 1800Z,19,1800Z,180,7,27,1007,1008,Accurate
19,1900Z,160.0,6.0,27.0,1007.0,19 1900Z,19,1900Z,190,10,27,1007,1008,Accurate
19,2000Z,160.0,6.0,27.0,1007.0,19 2000Z,19,2000Z,180,10,27,1006,1007,Accurate
19,2100Z,130.0,5.0,27.0,1007.0,19 2100Z,19,2100Z,200,7,27,1006,1007,Not Accurate
19,2200Z,200.0,9.0,27.0,1006.0,19 2200Z,19,2200Z,180,8,27,1006,1007,Accurate
20,0000Z,30.0,6.0,27.0,1006.0,20 0000Z,20,0000Z,190,8,27,1006,1007,Not Accurate
20,0100Z,180.0,3.0,27.0,1007.0,20 0100Z,20,0100Z,220,8,27,1006,1007,Not Accurate
20,0200Z,150.0,5.0,27.0,1007.0,20 0200Z,20,0200Z,200,8,27,1007,1008,Not Accurate
20,0300Z,120.0,6.0,27.0,1008.0,20 0300Z,20,0300Z,190,10,28,1007,1008,Not Accurate
20,0400Z,190.0,6.0,29.0,1008.0,20 0400Z,20,0400Z,190,10,29,1008,1009,Accurate
20,0500Z,230.0,7.0,29.0,1008.0,20 0500Z,20,0500Z,200,10,30,1008,1009,Accurate
20,0600Z,180.0,7.0,31.0,1008.0,20 0600Z,20,0600Z,220,10,30,1007,1008,Not Accurate
20,0700Z,230.0,11.0,31.0,1007.0,20 0700Z,20,0700Z,220,10,31,1007,1008,Accurate
20,0800Z,210.0,8.0,30.0,1006.0,20 0800Z,20,0800Z,230,8,31,1006,1007,Accurate
20,0900Z,230.0,7.0,29.0,1006.0,20 0900Z,20,0900Z,230,8,31,1005,1006,Not Accurate
20,1000Z,230.0,7.0,29.0,1005.0,20 1000Z,20,1000Z,240,8,29,1004,1005,Accurate
20,1100Z,240.0,10.0,28.0,1005.0,20 1100Z,20,1100Z,230,7,29,1004,1005,Accurate
20,1200Z,230.0,4.0,27.0,1005.0,20 1200Z,20,1200Z,210,12,28,1005,1006,Not Accurate
20,1300Z,220.0,4.0,27.0,1006.0,20 1300Z,20,1300Z,200,12,28,1005,1006,Not Accurate
20,1400Z,150.0,4.0,28.0,1007.0,20 1400Z,20,1400Z,180,10,27,1006,1007,Not Accurate
20,1500Z,130.0,3.0,27.0,1008.0,20 1500Z,20,1500Z,170,8,28,1007,1008,Not Accurate
20,1600Z,120.0,6.0,27.0,1008.0,20 1600Z,20,1600Z,160,8,27,1007,1008,Not Accurate
20,1700Z,160.0,7.0,27.0,1008.0,20 1700Z,20,1700Z,150,7,27,1007,1008,Accurate
20,1800Z,170.0,3.0,27.0,1008.0,20 1800Z,20,1800Z,150,8,27,1007,1008,Accurate
20,1900Z,180.0,3.0,27.0,1008.0,20 1900Z,20,1900Z,160,8,27,1006,1007,Accurate
20,2000Z,0.0,0.0,27.0,1007.0,20 2000Z,20,2000Z,160,8,27,1006,1007,Not Accurate
20,2100Z,120.0,4.0,27.0,1007.0,20 2100Z,20,2100Z,150,8,27,1005,1006,Accurate
20,2200Z,110.0,3.0,27.0,1007.0,20 2200Z,20,2200Z,160,7,27,1005,1006,Not Accurate
20,2300Z,140.0,3.0,27.0,1006.0,20 2300Z,20,2300Z,180,7,27,1005,1006,Not Accurate
21,0000Z,120.0,3.0,27.0,1007.0,21 0000Z,21,0000Z,160,6,27,1006,1007,Not Accurate
21,0100Z,140.0,4.0,27.0,1007.0,21 0100Z,21,0100Z,160,6,27,1007,1008,Accurate
21,0200Z,160.0,4.0,27.0,1008.0,21 0200Z,21,0200Z,150,6,27,1007,1008,Accurate
21,0300Z,0.0,0.0,28.0,1008.0,21 0300Z,21,0300Z,140,6,28,1008,1009,Not Accurate
21,0400Z,210.0,5.0,28.0,1009.0,21 0400Z,21,0400Z,180,8,29,1008,1009,Accurate
21,0500Z,160.0,8.0,29.0,1009.0,21 0500Z,21,0500Z,200,10,29,1008,1009,Not Accurate
21,0600Z,200.0,6.0,30.0,1009.0,21 0600Z,21,0600Z,210,7,31,1008,1009,Accurate
21,0700Z,220.0,11.0,30.0,1008.0,21 0700Z,21,0700Z,220,10,30,1007,1008,Accurate
21,0800Z,210.0,8.0,30.0,1007.0,21 0800Z,21,0800Z,230,7,30,1006,1007,Accurate
21,0900Z,200.0,8.0,31.0,1006.0,21 0900Z,21,0900Z,230,8,29,1005,1006,Not Accurate
21,1000Z,230.0,12.0,30.0,1006.0,21 1000Z,21,1000Z,240,12,31,1005,1006,Accurate
21,1100Z,260.0,12.0,30.0,1006.0,21 1100Z,21,1100Z,220,11,31,1005,1006,Not Accurate
21,1200Z,240.0,9.0,29.0,1006.0,21 1200Z,21,1200Z,210,10,30,1005,1006,Accurate
21,1300Z,240.0,7.0,29.0,1007.0,21 1300Z,21,1300Z,270,9,30,1006,1007,Accurate
21,1400Z,280.0,4.0,29.0,1008.0,21 1400Z,21,1400Z,270,8,29,1006,1007,Accurate
21,1500Z,240.0,5.0,28.0,1008.0,21 1500Z,21,1500Z,260,5,29,1007,1008,Accurate
21,1600Z,0.0,0.0,28.0,1009.0,21 1600Z,21,1600Z,240,5,28,1008,1009,Not Accurate
21,1700Z,140.0,6.0,27.0,1009.0,21 1700Z,21,1700Z,220,3,28,1008,1009,Not Accurate
21,1800Z,240.0,7.0,27.0,1009.0,21 1800Z,21,1800Z,190,3,28,1007,1008,Not Accurate
21,1900Z,230.0,5.0,27.0,1009.0,21 1900Z,21,1900Z,170,3,28,1008,1009,Not Accurate
21,2000Z,0.0,0.0,27.0,1008.0,21 2000Z,21,2000Z,170,3,27,1007,1008,Not Accurate
21,2100Z,120.0,4.0,27.0,1007.0,21 2100Z,21,2100Z,160,3,27,1007,1008,Not Accurate
21,2200Z,0.0,0.0,27.0,1007.0,21 2200Z,21,2200Z,180,3,27,1006,1007,Not Accurate
21,2300Z,150.0,4.0,26.0,1007.0,21 2300Z,21,2300Z,180,3,27,1006,1007,Accurate
22,0000Z,0.0,0.0,26.0,1007.0,22 0000Z,22,0000Z,180,3,25,1006,1007,Not Accurate
22,0100Z,0.0,0.0,27.0,1007.0,22 0100Z,22,0100Z,160,5,26,1007,1008,Not Accurate
22,0200Z,0.0,0.0,27.0,1008.0,22 0200Z,22,0200Z,150,6,26,1007,1008,Not Accurate
22,0300Z,110.0,4.0,27.0,1009.0,22 0300Z,22,0300Z,160,7,27,1008,1009,Not Accurate
22,0400Z,120.0,4.0,27.0,1009.0,22 0400Z,22,0400Z,180,8,28,1009,1010,Not Accurate
22,0500Z,110.0,4.0,27.0,1010.0,22 0500Z,22,0500Z,230,12,29,1009,1010,Not Accurate
22,0600Z,110.0,3.0,27.0,1009.0,22 0600Z,22,0600Z,220,7,29,1008,1009,Not Accurate
22,0700Z,170.0,6.0,28.0,1009.0,22 0700Z,22,0700Z,230,10,29,1007,1008,Not Accurate
22,0800Z,170.0,5.0,27.0,1008.0,22 0800Z,22,0800Z,230,11,29,1006,1007,Not Accurate
22,0900Z,180.0,6.0,27.0,1007.0,22 0900Z,22,0900Z,240,11,29,1006,1007,Not Accurate
22,1000Z,0.0,0.0,27.0,1006.0,22 1000Z,22,1000Z,220,10,29,1005,1006,Not Accurate
22,1100Z,200.0,6.0,28.0,1006.0,22 1100Z,22,1100Z,230,9,28,1005,1006,Accurate
22,1200Z,150.0,5.0,28.0,1007.0,22 1200Z,22,1200Z,240,9,28,1006,1007,Not Accurate
22,1300Z,150.0,6.0,27.0,1007.0,22 1300Z,22,1300Z,250,8,28,1006,1007,Not Accurate
22,1400Z,130.0,3.0,28.0,1008.0,22 1400Z,22,1400Z,240,7,28,1007,1008,Not Accurate
22,1500Z,120.0,4.0,27.0,1008.0,22 1500Z,22,1500Z,230,6,28,1007,1008,Not Accurate
22,1600Z,0.0,0.0,27.0,1009.0,22 1600Z,22,1600Z,0,0,28,1008,1009,Accurate
22,1700Z,130.0,3.0,27.0,1009.0,22 1700Z,22,1700Z,0,0,28,1008,1009,Not Accurate
22,1800Z,140.0,4.0,27.0,1009.0,22 1800Z,22,1800Z,170,5,27,1007,1008,Accurate
22,1900Z,120.0,6.0,27.0,1009.0,22 1900Z,22,1900Z,180,5,27,1007,1008,Not Accurate
22,2000Z,0.0,0.0,27.0,1008.0,22 2000Z,22,2000Z,160,4,27,1006,1007,Not Accurate
22,2100Z,0.0,0.0,27.0,1007.0,22 2100Z,22,2100Z,150,4,27,1006,1007,Not Accurate
22,2200Z,0.0,0.0,27.0,1007.0,22 2200Z,22,2200Z,160,6,27,1006,1007,Not Accurate
22,2300Z,110.0,3.0,27.0,1007.0,22 2300Z,22,2300Z,150,5,26,1006,1007,Not Accurate
23,0000Z,120.0,4.0,27.0,1007.0,23 0000Z,23,0000Z,130,4,26,1006,1007,Accurate
23,0100Z,120.0,4.0,27.0,1008.0,23 0100Z,23,0100Z,140,5,25,1007,1008,Not Accurate
23,0200Z,120.0,3.0,27.0,1009.0,23 0200Z,23,0200Z,120,6,26,1008,1009,Accurate
